"method","detected","replicates","mean_time","median_time","lower","upper"
"PELT AR1 approximate",81,16,9.83016715904418e-05,9.81900452488875e-05,9.80419580419223e-05,9.86425339366339e-05
"PELT AR1 approximate",83,16,9.80981303959167e-05,9.72788975730092e-05,9.63800904977734e-05,9.77272727272355e-05
"PELT AR1 approximate",85,16,9.55793654874544e-05,9.5464829288344e-05,9.45701357466335e-05,9.59276018099498e-05
"PELT AR1 approximate",87,16,9.38711349924627e-05,9.34389140271775e-05,9.27601809954679e-05,9.50226244343713e-05
"PELT AR1 approximate",89,15,9.52194113076486e-05,9.23076923076701e-05,9.16289592760376e-05,9.83134512545944e-05
"PELT AR1 approximate",91,16,9.29706787978856e-05,9.18366927190395e-05,9.09502262443538e-05,9.321266968324e-05
"PELT AR1 approximate",93,15,9.28425659307998e-05,9.18552036199237e-05,9.1251885369518e-05,9.27272727272504e-05
"PELT AR1 approximate",95,15,9.12963572375327e-05,9.02272727272837e-05,8.93665158371e-05,9.05303030302724e-05
"PELT AR1 approximate",97,14,8.85276488217667e-05,8.70423693953217e-05,8.5746606334846e-05,8.9592760180986e-05
"PELT AR1 approximate",99,15,8.90447461035697e-05,8.7330316742074e-05,8.61990950226438e-05,8.91402714932139e-05
"PELT AR1 approximate",101,16,8.7276479668272e-05,8.61682435211837e-05,8.55203619909599e-05,8.7104072398188e-05
"PELT AR1 approximate",103,16,8.46148308704876e-05,8.41628959275921e-05,8.35972850678641e-05,8.43891402715039e-05
"PELT AR1 approximate",105,16,8.38715173401249e-05,8.2013574660636e-05,8.11790415466895e-05,8.34090909091081e-05
"PELT AR1 approximate",107,16,8.2965012928245e-05,8.14479638009081e-05,8.07692307692242e-05,8.2579185520364e-05
"PELT AR1 approximate",109,16,8.14094545160686e-05,8.09954751131102e-05,8.05429864253381e-05,8.14479638008823e-05
"PELT AR1 approximate",111,16,8.17312410440293e-05,7.97511312217241e-05,7.91855203619961e-05,8.0406172871245e-05
"PELT AR1 approximate",113,16,7.87885551948046e-05,7.78280542986283e-05,7.75974025974132e-05,7.79220779220809e-05
